lr-AdamW,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER
0.0001,2539,,,,,,,,,,,
,2539,0.11184646934270859,21,,,,,,,,,
0.0001,2549,,,,,,,,,,,
,2549,0.11303999274969101,21,,,,,,,,,
0.0001,2559,,,,,,,,,,,
,2559,0.13708578050136566,21,,,,,,,,,
0.0001,2569,,,,,,,,,,,
,2569,0.19249840080738068,21,,,,,,,,,
0.0001,2579,,,,,,,,,,,
,2579,0.1588931381702423,21,,,,,,,,,
,2579,,21,0.7862499952316284,14.000885963439941,3.234381914138794,1.2848914861679077,9.481613159179688,,,,
0.0001,2589,,,,,,,,,,,
,2589,0.10621219128370285,21,,,,,,,,,
0.0001,2599,,,,,,,,,,,
,2599,0.10879337787628174,21,,,,,,,,,
0.0001,2609,,,,,,,,,,,
,2609,0.14292503893375397,21,,,,,,,,,
0.0001,2619,,,,,,,,,,,
,2619,0.1636793613433838,21,,,,,,,,,
0.0001,2629,,,,,,,,,,,
,2629,0.11149083077907562,21,,,,,,,,,
0.0001,2639,,,,,,,,,,,
,2639,0.13062214851379395,21,,,,,,,,,
,2639,,21,0.7869165539741516,14.155959129333496,3.4337615966796875,1.3070447444915771,9.415152549743652,,,,
,2639,,21,,,,,,4.435522556304932,1.8382807970046997,1.4368013143539429,1.1604405641555786
0.0001,2649,,,,,,,,,,,
,2649,0.16223041713237762,22,,,,,,,,,
0.0001,2659,,,,,,,,,,,
,2659,0.10874655842781067,22,,,,,,,,,
0.0001,2669,,,,,,,,,,,
,2669,0.10979706794023514,22,,,,,,,,,
0.0001,2679,,,,,,,,,,,
,2679,0.11901593953371048,22,,,,,,,,,
0.0001,2689,,,,,,,,,,,
,2689,0.10145556181669235,22,,,,,,,,,
0.0001,2699,,,,,,,,,,,
,2699,0.09163442254066467,22,,,,,,,,,
,2699,,22,0.776603639125824,14.023039817810059,2.9685423374176025,1.3513513803482056,9.703145980834961,,,,
0.0001,2709,,,,,,,,,,,
,2709,0.11850395053625107,22,,,,,,,,,
0.0001,2719,,,,,,,,,,,
,2719,0.1138651967048645,22,,,,,,,,,
0.0001,2729,,,,,,,,,,,
,2729,0.16223633289337158,22,,,,,,,,,
0.0001,2739,,,,,,,,,,,
,2739,0.14955417811870575,22,,,,,,,,,
0.0001,2749,,,,,,,,,,,
,2749,0.04823530465364456,22,,,,,,,,,
0.0001,2759,,,,,,,,,,,
,2759,0.06898542493581772,22,,,,,,,,,
,2759,,22,0.7761510014533997,14.04519271850586,3.300841808319092,1.1962782144546509,9.548072814941406,,,,
,2759,,22,,,,,,4.212906360626221,1.8390107154846191,1.3289402723312378,1.0449551343917847
0.0001,2769,,,,,,,,,,,
,2769,0.0780777856707573,23,,,,,,,,,
0.0001,2779,,,,,,,,,,,
,2779,0.11850884556770325,23,,,,,,,,,
0.0001,2789,,,,,,,,,,,
,2789,0.10009405761957169,23,,,,,,,,,
0.0001,2799,,,,,,,,,,,
,2799,0.1330292671918869,23,,,,,,,,,
0.0001,2809,,,,,,,,,,,
,2809,0.10850222408771515,23,,,,,,,,,
0.0001,2819,,,,,,,,,,,
,2819,0.12655596435070038,23,,,,,,,,,
,2819,,23,0.7792384028434753,14.200265884399414,3.300841808319092,1.2405848503112793,9.658839225769043,,,,
0.0001,2829,,,,,,,,,,,
,2829,0.10729017853736877,23,,,,,,,,,
0.0001,2839,,,,,,,,,,,
,2839,0.07749763876199722,23,,,,,,,,,
0.0001,2849,,,,,,,,,,,
,2849,0.11854790896177292,23,,,,,,,,,
0.0001,2859,,,,,,,,,,,
,2859,0.12385857850313187,23,,,,,,,,,
0.0001,2869,,,,,,,,,,,
,2869,0.07023530453443527,23,,,,,,,,,
0.0001,2879,,,,,,,,,,,
,2879,0.08977366983890533,23,,,,,,,,,
,2879,,23,0.7822373509407043,13.97873306274414,3.256535291671753,1.2405848503112793,9.481613159179688,,,,
,2879,,23,,,,,,4.028806686401367,1.764060378074646,1.318244218826294,0.9465020298957825
0.0001,2889,,,,,,,,,,,
,2889,0.0909569188952446,24,,,,,,,,,
0.0001,2899,,,,,,,,,,,
,2899,0.1115865632891655,24,,,,,,,,,
0.0001,2909,,,,,,,,,,,
,2909,0.06597328186035156,24,,,,,,,,,
0.0001,2919,,,,,,,,,,,
,2919,0.08272231370210648,24,,,,,,,,,
0.0001,2929,,,,,,,,,,,
,2929,0.07876558601856232,24,,,,,,,,,
0.0001,2939,,,,,,,,,,,
,2939,0.08370156586170197,24,,,,,,,,,
,2939,,24,0.7874174118041992,13.845812797546387,3.5445282459259033,1.0855116844177246,9.215773582458496,,,,
0.0001,2949,,,,,,,,,,,
,2949,0.11949078738689423,24,,,,,,,,,
0.0001,2959,,,,,,,,,,,
,2959,0.13544806838035583,24,,,,,,,,,
0.0001,2969,,,,,,,,,,,
,2969,0.13855746388435364,24,,,,,,,,,
0.0001,2979,,,,,,,,,,,
,2979,0.15539509057998657,24,,,,,,,,,
0.0001,2989,,,,,,,,,,,
,2989,0.1303616315126419,24,,,,,,,,,
0.0001,2999,,,,,,,,,,,
,2999,0.11407756805419922,24,,,,,,,,,
,2999,,24,0.7851388454437256,13.779353141784668,3.212228536605835,1.129818320274353,9.43730640411377,,,,
,2999,,24,,,,,,3.9160819053649902,1.683046817779541,1.3205232620239258,0.9125118851661682
0.0001,3009,,,,,,,,,,,
,3009,0.12154535949230194,25,,,,,,,,,
0.0001,3019,,,,,,,,,,,
,3019,0.10943391919136047,25,,,,,,,,,
0.0001,3029,,,,,,,,,,,
,3029,0.11941944807767868,25,,,,,,,,,
0.0001,3039,,,,,,,,,,,
,3039,0.14370174705982208,25,,,,,,,,,
0.0001,3049,,,,,,,,,,,
,3049,0.12396175414323807,25,,,,,,,,,
0.0001,3059,,,,,,,,,,,
,3059,0.0834960788488388,25,,,,,,,,,
,3059,,25,0.7911339998245239,13.956579208374023,3.256535291671753,1.2627381086349487,9.43730640411377,,,,
0.0001,3069,,,,,,,,,,,
,3069,0.07209811359643936,25,,,,,,,,,
0.0001,3079,,,,,,,,,,,
,3079,0.08678729832172394,25,,,,,,,,,
0.0001,3089,,,,,,,,,,,
,3089,0.12259292602539062,25,,,,,,,,,
0.0001,3099,,,,,,,,,,,
,3099,0.089352548122406,25,,,,,,,,,
0.0001,3109,,,,,,,,,,,
,3109,0.11419489234685898,25,,,,,,,,,
0.0001,3119,,,,,,,,,,,
,3119,0.124850332736969,25,,,,,,,,,
,3119,,25,0.7784428000450134,13.513513565063477,3.5002214908599854,1.151971697807312,8.861320495605469,,,,
,3119,,25,,,,,,3.7145609855651855,1.6088632345199585,1.234516978263855,0.8711808323860168
0.0001,3129,,,,,,,,,,,
,3129,0.1154002994298935,26,,,,,,,,,
0.0001,3139,,,,,,,,,,,
,3139,0.11392410844564438,26,,,,,,,,,
0.0001,3149,,,,,,,,,,,
,3149,0.09592832624912262,26,,,,,,,,,
0.0001,3159,,,,,,,,,,,
,3159,0.177490234375,26,,,,,,,,,
0.0001,3169,,,,,,,,,,,
,3169,0.10396754741668701,26,,,,,,,,,
0.0001,3179,,,,,,,,,,,
,3179,0.08774814009666443,26,,,,,,,,,
,3179,,26,0.7676849365234375,13.867966651916504,3.256535291671753,1.1741249561309814,9.43730640411377,,,,
0.0001,3189,,,,,,,,,,,
,3189,0.07219081372022629,26,,,,,,,,,
0.0001,3199,,,,,,,,,,,
,3199,0.06749272346496582,26,,,,,,,,,
0.0001,3209,,,,,,,,,,,
,3209,0.10847959667444229,26,,,,,,,,,
0.0001,3219,,,,,,,,,,,
,3219,0.18843233585357666,26,,,,,,,,,
0.0001,3229,,,,,,,,,,,
,3229,0.13037018477916718,26,,,,,,,,,
0.0001,3239,,,,,,,,,,,
,3239,0.0945119634270668,26,,,,,,,,,
,3239,,26,0.7645223140716553,13.867966651916504,3.566681385040283,1.2405848503112793,9.060700416564941,,,,
,3239,,26,,,,,,3.727179765701294,1.6309001445770264,1.2566630840301514,0.8396166563034058
0.0001,3249,,,,,,,,,,,
,3249,0.07666552066802979,27,,,,,,,,,
0.0001,3259,,,,,,,,,,,
,3259,0.13408023118972778,27,,,,,,,,,
0.0001,3269,,,,,,,,,,,
,3269,0.10618577152490616,27,,,,,,,,,
0.0001,3279,,,,,,,,,,,
,3279,0.12477392703294754,27,,,,,,,,,
0.0001,3289,,,,,,,,,,,
,3289,0.08736802637577057,27,,,,,,,,,
0.0001,3299,,,,,,,,,,,
,3299,0.12965022027492523,27,,,,,,,,,
,3299,,27,0.7770810127258301,13.690739631652832,2.9463889598846436,1.2848914861679077,9.45945930480957,,,,
0.0001,3309,,,,,,,,,,,
,3309,0.08588468283414841,27,,,,,,,,,
0.0001,3319,,,,,,,,,,,
,3319,0.11989328265190125,27,,,,,,,,,
0.0001,3329,,,,,,,,,,,
,3329,0.07673382759094238,27,,,,,,,,,
0.0001,3339,,,,,,,,,,,
,3339,0.10525987297296524,27,,,,,,,,,
0.0001,3349,,,,,,,,,,,
,3349,0.08917940407991409,27,,,,,,,,,
0.0001,3359,,,,,,,,,,,
,3359,0.07823015749454498,27,,,,,,,,,
,3359,,27,0.7700868248939514,13.73504638671875,3.300841808319092,1.1962782144546509,9.237926483154297,,,,
,3359,,27,,,,,,3.5920488834381104,1.5946332216262817,1.1519850492477417,0.8454305529594421
0.0001,3369,,,,,,,,,,,
,3369,0.09158153831958771,28,,,,,,,,,
0.0001,3379,,,,,,,,,,,
,3379,0.07085008174180984,28,,,,,,,,,
0.0001,3389,,,,,,,,,,,
,3389,0.07908633351325989,28,,,,,,,,,
0.0001,3399,,,,,,,,,,,
,3399,0.1292034238576889,28,,,,,,,,,
0.0001,3409,,,,,,,,,,,
,3409,0.10628297179937363,28,,,,,,,,,
0.0001,3419,,,,,,,,,,,
,3419,0.12903857231140137,28,,,,,,,,,
,3419,,28,0.7737892866134644,13.42490005493164,3.0571556091308594,1.129818320274353,9.237926483154297,,,,
0.0001,3429,,,,,,,,,,,
,3429,0.1148344948887825,28,,,,,,,,,
0.0001,3439,,,,,,,,,,,
,3439,0.08715187013149261,28,,,,,,,,,
0.0001,3449,,,,,,,,,,,
,3449,0.09485310316085815,28,,,,,,,,,
0.0001,3459,,,,,,,,,,,
,3459,0.07471302896738052,28,,,,,,,,,
0.0001,3469,,,,,,,,,,,
,3469,0.13026531040668488,28,,,,,,,,,
0.0001,3479,,,,,,,,,,,
,3479,0.10765102505683899,28,,,,,,,,,
,3479,,28,0.7730406522750854,13.890119552612305,3.4780681133270264,1.129818320274353,9.282233238220215,,,,
,3479,,28,,,,,,3.266317844390869,1.4720462560653687,1.115395188331604,0.6788763403892517
0.0001,3489,,,,,,,,,,,
,3489,0.08591801673173904,29,,,,,,,,,
0.0001,3499,,,,,,,,,,,
,3499,0.12459684908390045,29,,,,,,,,,
0.0001,3509,,,,,,,,,,,
,3509,0.11378012597560883,29,,,,,,,,,
0.0001,3519,,,,,,,,,,,
,3519,0.15374264121055603,29,,,,,,,,,
0.0001,3529,,,,,,,,,,,
,3529,0.06334660947322845,29,,,,,,,,,
0.0001,3539,,,,,,,,,,,
,3539,0.08694899082183838,29,,,,,,,,,
,3539,,29,0.7879822850227356,13.779353141784668,3.1014621257781982,1.129818320274353,9.548072814941406,,,,
0.0001,3549,,,,,,,,,,,
,3549,0.13416026532649994,29,,,,,,,,,
0.0001,3559,,,,,,,,,,,
,3559,0.06300422549247742,29,,,,,,,,,
0.0001,3569,,,,,,,,,,,
,3569,0.12582913041114807,29,,,,,,,,,
0.0001,3579,,,,,,,,,,,
,3579,0.1362953931093216,29,,,,,,,,,
0.0001,3589,,,,,,,,,,,
,3589,0.09635447710752487,29,,,,,,,,,
0.0001,3599,,,,,,,,,,,
,3599,0.1025640144944191,29,,,,,,,,,
,3599,,29,0.8048410415649414,14.000885963439941,3.322995185852051,1.3291980028152466,9.348692893981934,,,,
,3599,,29,,,,,,3.2811057567596436,1.4896578788757324,1.0858930349349976,0.7055548429489136
0.0001,3609,,,,,,,,,,,
,3609,0.13776960968971252,30,,,,,,,,,
0.0001,3619,,,,,,,,,,,
,3619,0.08230125159025192,30,,,,,,,,,
0.0001,3629,,,,,,,,,,,
,3629,0.0968940481543541,30,,,,,,,,,
0.0001,3639,,,,,,,,,,,
,3639,0.05254204943776131,30,,,,,,,,,
0.0001,3649,,,,,,,,,,,
,3649,0.11275621503591537,30,,,,,,,,,
0.0001,3659,,,,,,,,,,,
,3659,0.0963292270898819,30,,,,,,,,,
,3659,,30,0.8019911050796509,14.133806228637695,3.4337615966796875,1.1962782144546509,9.503766059875488,,,,
0.0001,3669,,,,,,,,,,,
,3669,0.10911770910024643,30,,,,,,,,,
0.0001,3679,,,,,,,,,,,
,3679,0.09113702178001404,30,,,,,,,,,
0.0001,3689,,,,,,,,,,,
,3689,0.08783301711082458,30,,,,,,,,,
0.0001,3699,,,,,,,,,,,
,3699,0.0782594233751297,30,,,,,,,,,
0.0001,3709,,,,,,,,,,,
,3709,0.15147808194160461,30,,,,,,,,,
0.0001,3719,,,,,,,,,,,
,3719,0.11439567059278488,30,,,,,,,,,
,3719,,30,0.7899321913719177,13.867966651916504,3.3451483249664307,1.2184315919876099,9.304386138916016,,,,
,3719,,30,,,,,,3.265928030014038,1.49774169921875,1.1476737260818481,0.6205126047134399
0.0001,3729,,,,,,,,,,,
,3729,0.1251896619796753,31,,,,,,,,,
0.0001,3739,,,,,,,,,,,
,3739,0.12072257697582245,31,,,,,,,,,
0.0001,3749,,,,,,,,,,,
,3749,0.06633251160383224,31,,,,,,,,,
0.0001,3759,,,,,,,,,,,
,3759,0.09205588698387146,31,,,,,,,,,
0.0001,3769,,,,,,,,,,,
,3769,0.07224660366773605,31,,,,,,,,,
0.0001,3779,,,,,,,,,,,
,3779,0.08006018400192261,31,,,,,,,,,
,3779,,31,0.801831066608429,13.646432876586914,3.1236155033111572,1.3070447444915771,9.215773582458496,,,,
0.0001,3789,,,,,,,,,,,
,3789,0.09270568192005157,31,,,,,,,,,
0.0001,3799,,,,,,,,,,,
,3799,0.05290157347917557,31,,,,,,,,,
0.0001,3809,,,,,,,,,,,
,3809,0.07843372970819473,31,,,,,,,,,
0.0001,3819,,,,,,,,,,,
,3819,0.12548035383224487,31,,,,,,,,,
0.0001,3829,,,,,,,,,,,
,3829,0.07269727438688278,31,,,,,,,,,
0.0001,3839,,,,,,,,,,,
,3839,0.13431793451309204,31,,,,,,,,,
,3839,,31,0.8045199513435364,14.200265884399414,3.677448034286499,1.1076650619506836,9.415152549743652,,,,
,3839,,31,,,,,,3.3137218952178955,1.489452600479126,1.129834532737732,0.6944348812103271
0.0001,3849,,,,,,,,,,,
,3849,0.10947263240814209,32,,,,,,,,,
0.0001,3859,,,,,,,,,,,
,3859,0.09393451362848282,32,,,,,,,,,
0.0001,3869,,,,,,,,,,,
,3869,0.06921233236789703,32,,,,,,,,,
0.0001,3879,,,,,,,,,,,
,3879,0.10783868283033371,32,,,,,,,,,
0.0001,3889,,,,,,,,,,,
,3889,0.07179540395736694,32,,,,,,,,,
0.0001,3899,,,,,,,,,,,
,3899,0.11584470421075821,32,,,,,,,,,
,3899,,32,0.7922247648239136,14.023039817810059,3.5002214908599854,1.129818320274353,9.392999649047852,,,,
0.0001,3909,,,,,,,,,,,
,3909,0.08365088701248169,32,,,,,,,,,
0.0001,3919,,,,,,,,,,,
,3919,0.09085330367088318,32,,,,,,,,,
0.0001,3929,,,,,,,,,,,
,3929,0.09115906059741974,32,,,,,,,,,
0.0001,3939,,,,,,,,,,,
,3939,0.09863180667161942,32,,,,,,,,,
0.0001,3949,,,,,,,,,,,
,3949,0.06278806924819946,32,,,,,,,,,
0.0001,3959,,,,,,,,,,,
,3959,0.07577499747276306,32,,,,,,,,,
,3959,,32,0.7882380485534668,13.801506042480469,3.3673017024993896,1.1076650619506836,9.326539993286133,,,,
,3959,,32,,,,,,3.2659988403320312,1.4694925546646118,1.1328200101852417,0.6636862754821777
0.0001,3969,,,,,,,,,,,
,3969,0.07675420492887497,33,,,,,,,,,
0.0001,3979,,,,,,,,,,,
,3979,0.10008743405342102,33,,,,,,,,,
0.0001,3989,,,,,,,,,,,
,3989,0.07799629867076874,33,,,,,,,,,
0.0001,3999,,,,,,,,,,,
,3999,0.1265006959438324,33,,,,,,,,,
0.0001,4009,,,,,,,,,,,
,4009,0.0939033105969429,33,,,,,,,,,
0.0001,4019,,,,,,,,,,,
,4019,0.11351493000984192,33,,,,,,,,,
,4019,,33,0.7963184118270874,13.823659896850586,3.4116082191467285,1.129818320274353,9.282233238220215,,,,
0.0001,4029,,,,,,,,,,,
,4029,0.0866253674030304,33,,,,,,,,,
0.0001,4039,,,,,,,,,,,
,4039,0.11104774475097656,33,,,,,,,,,
0.0001,4049,,,,,,,,,,,
,4049,0.0988546833395958,33,,,,,,,,,
0.0001,4059,,,,,,,,,,,
,4059,0.07290933281183243,33,,,,,,,,,
0.0001,4069,,,,,,,,,,,
,4069,0.1372571438550949,33,,,,,,,,,
0.0001,4079,,,,,,,,,,,
,4079,0.10003768652677536,33,,,,,,,,,
,4079,,33,0.7961093187332153,13.97873306274414,3.3673017024993896,1.3070447444915771,9.304386138916016,,,,
,4079,,33,,,,,,3.2096426486968994,1.4647941589355469,1.0858970880508423,0.658951461315155
0.0001,4089,,,,,,,,,,,
,4089,0.08466405421495438,34,,,,,,,,,
0.0001,4099,,,,,,,,,,,
,4099,0.09524640440940857,34,,,,,,,,,
0.0001,4109,,,,,,,,,,,
,4109,0.06534617394208908,34,,,,,,,,,
0.0001,4119,,,,,,,,,,,
,4119,0.08619888871908188,34,,,,,,,,,
0.0001,4129,,,,,,,,,,,
,4129,0.07689218968153,34,,,,,,,,,
0.0001,4139,,,,,,,,,,,
,4139,0.07750453799962997,34,,,,,,,,,
,4139,,34,0.7916224002838135,13.801506042480469,3.4337615966796875,1.3513513803482056,9.016393661499023,,,,
0.0001,4149,,,,,,,,,,,
,4149,0.08711783587932587,34,,,,,,,,,
0.0001,4159,,,,,,,,,,,
,4159,0.10849697142839432,34,,,,,,,,,
0.0001,4169,,,,,,,,,,,
,4169,0.10617195069789886,34,,,,,,,,,
0.0001,4179,,,,,,,,,,,
,4179,0.09480687230825424,34,,,,,,,,,
0.0001,4189,,,,,,,,,,,
,4189,0.08800996840000153,34,,,,,,,,,
0.0001,4199,,,,,,,,,,,
,4199,0.10358406603336334,34,,,,,,,,,
,4199,,34,0.7937704920768738,13.845812797546387,3.256535291671753,1.2848914861679077,9.304386138916016,,,,
,4199,,34,,,,,,3.2432730197906494,1.518303632736206,1.0581281185150146,0.6668412089347839
1e-05,4209,,,,,,,,,,,
,4209,0.08415402472019196,35,,,,,,,,,
1e-05,4219,,,,,,,,,,,
,4219,0.08529449254274368,35,,,,,,,,,
1e-05,4229,,,,,,,,,,,
,4229,0.0689968466758728,35,,,,,,,,,
1e-05,4239,,,,,,,,,,,
,4239,0.09471170604228973,35,,,,,,,,,
1e-05,4249,,,,,,,,,,,
,4249,0.09893003106117249,35,,,,,,,,,
1e-05,4259,,,,,,,,,,,
,4259,0.08203776925802231,35,,,,,,,,,
,4259,,35,0.7905558347702026,13.757200241088867,3.234381914138794,1.3291980028152466,9.193619728088379,,,,
1e-05,4269,,,,,,,,,,,
,4269,0.08078096061944962,35,,,,,,,,,
1e-05,4279,,,,,,,,,,,
,4279,0.11606980115175247,35,,,,,,,,,
1e-05,4289,,,,,,,,,,,
,4289,0.11994866281747818,35,,,,,,,,,
1e-05,4299,,,,,,,,,,,
,4299,0.06730946153402328,35,,,,,,,,,
1e-05,4309,,,,,,,,,,,
,4309,0.05780559033155441,35,,,,,,,,,
1e-05,4319,,,,,,,,,,,
,4319,0.06645604968070984,35,,,,,,,,,
,4319,,35,0.788811445236206,13.801506042480469,3.234381914138794,1.373504638671875,9.193619728088379,,,,
,4319,,35,,,,,,3.146228075027466,1.4548554420471191,1.0547014474868774,0.6366711854934692
1e-05,4329,,,,,,,,,,,
,4329,0.07380367815494537,36,,,,,,,,,
1e-05,4339,,,,,,,,,,,
,4339,0.11357401311397552,36,,,,,,,,,
1e-05,4349,,,,,,,,,,,
,4349,0.08565165847539902,36,,,,,,,,,
1e-05,4359,,,,,,,,,,,
,4359,0.09024002403020859,36,,,,,,,,,
1e-05,4369,,,,,,,,,,,
,4369,0.07544374465942383,36,,,,,,,,,
1e-05,4379,,,,,,,,,,,
,4379,0.09803996235132217,36,,,,,,,,,
,4379,,36,0.7874577641487122,13.934426307678223,3.3451483249664307,1.3956578969955444,9.193619728088379,,,,
1e-05,4389,,,,,,,,,,,
,4389,0.08696819841861725,36,,,,,,,,,
1e-05,4399,,,,,,,,,,,
,4399,0.07441586256027222,36,,,,,,,,,
1e-05,4409,,,,,,,,,,,
,4409,0.08983027935028076,36,,,,,,,,,
1e-05,4419,,,,,,,,,,,
,4419,0.11067422479391098,36,,,,,,,,,
1e-05,4429,,,,,,,,,,,
,4429,0.07581832259893417,36,,,,,,,,,
1e-05,4439,,,,,,,,,,,
,4439,0.05651916190981865,36,,,,,,,,,
,4439,,36,0.786469578742981,13.867966651916504,3.3673017024993896,1.3291980028152466,9.171466827392578,,,,
,4439,,36,,,,,,3.0553524494171143,1.3924347162246704,1.077791452407837,0.5851262211799622
1e-05,4449,,,,,,,,,,,
,4449,0.06327102333307266,37,,,,,,,,,
1e-05,4459,,,,,,,,,,,
,4459,0.07926470786333084,37,,,,,,,,,
1e-05,4469,,,,,,,,,,,
,4469,0.1222597137093544,37,,,,,,,,,
1e-05,4479,,,,,,,,,,,
,4479,0.0726386308670044,37,,,,,,,,,
1e-05,4489,,,,,,,,,,,
,4489,0.1307378113269806,37,,,,,,,,,
1e-05,4499,,,,,,,,,,,
,4499,0.09340623766183853,37,,,,,,,,,
,4499,,37,0.7879146933555603,13.801506042480469,3.3451483249664307,1.3291980028152466,9.12716007232666,,,,
1e-05,4509,,,,,,,,,,,
,4509,0.06258927285671234,37,,,,,,,,,
1e-05,4519,,,,,,,,,,,
,4519,0.11292552202939987,37,,,,,,,,,
1e-05,4529,,,,,,,,,,,
,4529,0.08645515888929367,37,,,,,,,,,
1e-05,4539,,,,,,,,,,,
,4539,0.10994982719421387,37,,,,,,,,,
1e-05,4549,,,,,,,,,,,
,4549,0.0656685009598732,37,,,,,,,,,
1e-05,4559,,,,,,,,,,,
,4559,0.08287397027015686,37,,,,,,,,,
,4559,,37,0.7850590944290161,13.845812797546387,3.322995185852051,1.3513513803482056,9.171466827392578,,,,
,4559,,37,,,,,,3.0356552600860596,1.4184788465499878,1.054200291633606,0.562976062297821
1e-05,4569,,,,,,,,,,,
,4569,0.11108047515153885,38,,,,,,,,,
1e-05,4579,,,,,,,,,,,
,4579,0.06542684882879257,38,,,,,,,,,
1e-05,4589,,,,,,,,,,,
,4589,0.08207675814628601,38,,,,,,,,,
1e-05,4599,,,,,,,,,,,
,4599,0.06880989670753479,38,,,,,,,,,
1e-05,4609,,,,,,,,,,,
,4609,0.07514222711324692,38,,,,,,,,,
1e-05,4619,,,,,,,,,,,
,4619,0.0731482282280922,38,,,,,,,,,
,4619,,38,0.7834506630897522,13.71289348602295,3.300841808319092,1.373504638671875,9.038546562194824,,,,
1e-05,4629,,,,,,,,,,,
,4629,0.07998974621295929,38,,,,,,,,,
1e-05,4639,,,,,,,,,,,
,4639,0.09247050434350967,38,,,,,,,,,
1e-05,4649,,,,,,,,,,,
,4649,0.11207258701324463,38,,,,,,,,,
1e-05,4659,,,,,,,,,,,
,4659,0.11404293030500412,38,,,,,,,,,
1e-05,4669,,,,,,,,,,,
,4669,0.07533977925777435,38,,,,,,,,,
1e-05,4679,,,,,,,,,,,
,4679,0.07872449606657028,38,,,,,,,,,
,4679,,38,0.7823851704597473,13.823659896850586,3.234381914138794,1.4399645328521729,9.149312973022461,,,,
,4679,,38,,,,,,3.0410096645355225,1.4283946752548218,1.0517053604125977,0.5609095692634583
1e-05,4689,,,,,,,,,,,
,4689,0.03970092535018921,39,,,,,,,,,
1e-05,4699,,,,,,,,,,,
,4699,0.06746049970388412,39,,,,,,,,,
1e-05,4709,,,,,,,,,,,
,4709,0.07389529794454575,39,,,,,,,,,
1e-05,4719,,,,,,,,,,,
,4719,0.06391023844480515,39,,,,,,,,,
1e-05,4729,,,,,,,,,,,
,4729,0.11554232984781265,39,,,,,,,,,
1e-05,4739,,,,,,,,,,,
,4739,0.08476075530052185,39,,,,,,,,,
,4739,,39,0.7822293639183044,13.867966651916504,3.256535291671753,1.3956578969955444,9.215773582458496,,,,
1e-05,4749,,,,,,,,,,,
,4749,0.07987435162067413,39,,,,,,,,,
1e-05,4759,,,,,,,,,,,
,4759,0.11653516441583633,39,,,,,,,,,
1e-05,4769,,,,,,,,,,,
,4769,0.05928295850753784,39,,,,,,,,,
1e-05,4779,,,,,,,,,,,
,4779,0.09498119354248047,39,,,,,,,,,
1e-05,4789,,,,,,,,,,,
,4789,0.05692177265882492,39,,,,,,,,,
1e-05,4799,,,,,,,,,,,
,4799,0.048699818551540375,39,,,,,,,,,
,4799,,39,0.7854496240615845,13.867966651916504,3.3894550800323486,1.3513513803482056,9.12716007232666,,,,
,4799,,39,,,,,,2.940082311630249,1.3391565084457397,1.0498325824737549,0.5510932207107544
1e-05,4809,,,,,,,,,,,
,4809,0.08710239827632904,40,,,,,,,,,
1e-05,4819,,,,,,,,,,,
,4819,0.0905734971165657,40,,,,,,,,,
1e-05,4829,,,,,,,,,,,
,4829,0.06498847901821136,40,,,,,,,,,
1e-05,4839,,,,,,,,,,,
,4839,0.13032443821430206,40,,,,,,,,,
1e-05,4849,,,,,,,,,,,
,4849,0.0788826197385788,40,,,,,,,,,
1e-05,4859,,,,,,,,,,,
,4859,0.09333955496549606,40,,,,,,,,,
,4859,,40,0.7834128141403198,13.845812797546387,3.256535291671753,1.3956578969955444,9.193619728088379,,,,
1e-05,4869,,,,,,,,,,,
,4869,0.06465624272823334,40,,,,,,,,,
1e-05,4879,,,,,,,,,,,
,4879,0.09713676571846008,40,,,,,,,,,
1e-05,4889,,,,,,,,,,,
,4889,0.10827650129795074,40,,,,,,,,,
1e-05,4899,,,,,,,,,,,
,4899,0.0957590863108635,40,,,,,,,,,
1e-05,4909,,,,,,,,,,,
,4909,0.07096420973539352,40,,,,,,,,,
1e-05,4919,,,,,,,,,,,
,4919,0.06971040368080139,40,,,,,,,,,
,4919,,40,0.7833821773529053,13.823659896850586,3.278688430786133,1.2848914861679077,9.260079383850098,,,,
,4919,,40,,,,,,3.045552968978882,1.476839542388916,1.014727234840393,0.5539862513542175
1e-05,4929,,,,,,,,,,,
,4929,0.08372251689434052,41,,,,,,,,,
1e-05,4939,,,,,,,,,,,
,4939,0.06762222200632095,41,,,,,,,,,
1e-05,4949,,,,,,,,,,,
,4949,0.07098538428544998,41,,,,,,,,,
1e-05,4959,,,,,,,,,,,
,4959,0.14099924266338348,41,,,,,,,,,
1e-05,4969,,,,,,,,,,,
,4969,0.09133770316839218,41,,,,,,,,,
1e-05,4979,,,,,,,,,,,
,4979,0.11766339838504791,41,,,,,,,,,
,4979,,41,0.7831811904907227,13.890119552612305,3.300841808319092,1.3070447444915771,9.282233238220215,,,,
1e-05,4989,,,,,,,,,,,
,4989,0.10073201358318329,41,,,,,,,,,
1e-05,4999,,,,,,,,,,,
,4999,0.07104318588972092,41,,,,,,,,,
1e-05,5009,,,,,,,,,,,
,5009,0.059612683951854706,41,,,,,,,,,
1e-05,5019,,,,,,,,,,,
,5019,0.11734240502119064,41,,,,,,,,,
1e-05,5029,,,,,,,,,,,
,5029,0.06040533632040024,41,,,,,,,,,
1e-05,5039,,,,,,,,,,,
,5039,0.06975064426660538,41,,,,,,,,,
